"","cd","res","wte","f38_central","f38_10","f38_90","f38_PRWIN","prob_win","10","50","90"
"188",26,0.603455284552846,5,0.686221069844871,0.611116840259874,0.761163246364855,0.997685714285714,0.996,0.563442631248491,0.614582961565363,0.663848762871409
"186",26,0.603455284552846,6,0.671459508831892,0.596149029891424,0.746858380353276,0.996242857142857,1,0.576332229727301,0.624125787666851,0.683667966486866
"196",27,0.622304756009491,0,0.671588188347965,0.596095297212616,0.747214093582809,0.996071428571429,0.976,0.523649796826109,0.568435439252483,0.615361939910251
"194",27,0.622304756009491,1,0.67440039013433,0.598516307319452,0.750018472269429,0.996657142857143,0.932,0.511461118712341,0.558870453833441,0.606846185829422
"195",27,0.622304756009491,2,0.668311930130488,0.591969735033767,0.744462013625146,0.9957,0.916,0.503104305890221,0.55127919070596,0.594599597999864
"192",27,0.622304756009491,3,0.670380824306551,0.59403862920983,0.746915131005335,0.9957,0.926,0.505753030206221,0.554692687252823,0.60230438788317
"191",27,0.622304756009491,4,0.677928527090538,0.601179391682185,0.754529869055009,0.996642857142857,0.884,0.497123427839445,0.545609312631465,0.592861223717129
"193",27,0.622304756009491,5,0.670439935568724,0.593565739112444,0.747388021102721,0.9958,0.868,0.495874057303022,0.538186297956476,0.586611708907617
"190",27,0.622304756009491,6,0.652425778421434,0.575167358761028,0.729979754392706,0.991585714285714,0.93,0.505715240146451,0.550521601315361,0.602889669462256
"197",28,NA,0,NA,NA,NA,NA,0,0.362139347467915,0.405117216999466,0.447481624174677
"198",28,NA,1,NA,NA,NA,NA,0,0.353553751453083,0.397613378867496,0.439055727230224
"199",28,NA,2,NA,NA,NA,NA,0,0.341228490686352,0.382939544756799,0.430475524574989
"203",28,NA,3,NA,NA,NA,NA,0,0.337693565445408,0.382375331908955,0.424088858746699
"201",28,NA,4,NA,NA,NA,NA,0,0.327069871932639,0.371186573159631,0.413997452900101
"202",28,NA,5,NA,NA,NA,NA,0,0.32616567448566,0.368694620642151,0.41355846267367
"200",28,NA,6,NA,NA,NA,NA,0,0.334374032810435,0.372459167708287,0.419304424389347
"208",29,0.241588360109124,0,0.274754894700986,0.189849234323628,0.359379165309084,0.00112857142857143,0,0.30886962777343,0.350350072167093,0.389497669150101
"205",29,0.241588360109124,1,0.281404579248245,0.195817659429519,0.366413909540594,0.00151428571428571,0,0.299165518475559,0.341237203996521,0.378976865931943
"210",29,0.241588360109124,2,0.289165012884689,0.203444803175261,0.374263203104173,0.00197142857142857,0,0.288423485178244,0.326946002637178,0.372110905832165
"206",29,0.241588360109124,3,0.287609964159829,0.201578744705429,0.373581943662806,0.00201428571428571,0,0.283404879539751,0.327252017091525,0.36525773193982
"204",29,0.241588360109124,4,0.281641539053938,0.194914250170315,0.367791238411185,0.00162857142857143,0,0.277963721377609,0.316995025037365,0.35861854149909
"209",29,0.241588360109124,5,0.283152157815231,0.196647018749445,0.369879446698854,0.00178571428571429,0,0.273179630046619,0.314768427899245,0.356858188717862
"207",29,0.241588360109124,6,0.293030419715056,0.205473771511507,0.380113148307218,0.00235714285714286,0,0.280545565816176,0.31590244908612,0.357037132492608
"215",30,NA,0,NA,NA,NA,NA,0,0.246829148969494,0.289900721656776,0.333555110630428
"213",30,NA,1,NA,NA,NA,NA,0,0.234285502628423,0.280099663411911,0.326957780240093
"217",30,NA,2,NA,NA,NA,NA,0,0.231476607783806,0.275441714275385,0.318996136213198
"216",30,NA,3,NA,NA,NA,NA,0,0.223615369334654,0.273886935749659,0.322896720880685
"214",30,NA,4,NA,NA,NA,NA,0,0.220681808485849,0.268954022589682,0.315972592352902
"212",30,NA,5,NA,NA,NA,NA,0,0.217158448356733,0.26208403592088,0.312601497747104
"211",30,NA,6,NA,NA,NA,NA,0,0.22530118725223,0.272661471539873,0.317654859354594
"222",31,0.514806146331536,0,0.572720466256588,0.523878033383737,0.621416092898983,0.972971428571429,0.992,0.540019954720018,0.588445257955815,0.639250317449209
"219",31,0.514806146331536,1,0.570532869330279,0.520931530182224,0.619972688427823,0.967728571428571,0.98,0.533462443409229,0.582874208086011,0.633212711725647
"218",31,0.514806146331536,2,0.569283878075652,0.519324274697025,0.618949687844289,0.964957142857143,0.974,0.524521064243689,0.574566464329764,0.623836610632868
"220",31,0.514806146331536,3,0.56957729095958,0.519724952616036,0.619385551196721,0.965785714285714,0.986,0.531705045006655,0.582910795567079,0.633598656922291
"224",31,0.514806146331536,4,0.574853379977364,0.524245586700572,0.625314185762792,0.9722,0.956,0.522503637565859,0.56669222910604,0.623588186512424
"223",31,0.514806146331536,5,0.560178240536486,0.500220594723374,0.620047648460249,0.902314285714286,0.972,0.523262950067054,0.568764738544875,0.61886168788436
"221",31,0.514806146331536,6,0.555482137350778,0.493091346930385,0.617784825925436,0.881142857142857,0.99,0.531942334430581,0.57804641199939,0.63479718789385
"228",32,0.466741481330341,0,0.495053706793104,0.442283489917172,0.547604413615477,0.462885714285714,0.856,0.492197455647224,0.542677389455583,0.591755709693879
"225",32,0.466741481330341,1,0.499970725995316,0.449897540983607,0.549663348946136,0.498857142857143,0.832,0.485764979412108,0.536449358203799,0.587073141859774
"227",32,0.466741481330341,2,0.498257839721254,0.448101191696191,0.548370567739291,0.480942857142857,0.794,0.47950379490427,0.530084710613444,0.581882528971892
"231",32,0.466741481330341,3,0.498074642381294,0.447912853775312,0.548046091450827,0.481971428571429,0.826,0.484474599832566,0.537203917305352,0.587407401973148
"229",32,0.466741481330341,4,0.500043929010719,0.449335207637791,0.550430504305043,0.4992,0.722,0.474047044774452,0.520421736750496,0.572554740781595
"226",32,0.466741481330341,5,0.500878580214374,0.447768406255491,0.553739823112517,0.508642857142857,0.71,0.472067848060046,0.522653993196136,0.570749434339019
"230",32,0.466741481330341,6,0.516415898735661,0.460216534567883,0.572263650614589,0.643871428571429,0.808,0.485260247835609,0.531831550751381,0.585459286083416
"233",33,0.223411848679515,0,0.187360879755885,0.109969485678907,0.264560637999912,0.0000285714285714286,0,0.317914838341227,0.355959010115455,0.39158239240135
"238",33,0.223411848679515,1,0.190220676032254,0.111974291315949,0.268113271518493,0.0000142857142857143,0,0.308326862330003,0.346040190586026,0.385247375580216
"236",33,0.223411848679515,2,0.196500434865929,0.117649660214927,0.274746819582234,0.0000428571428571429,0,0.300416009025757,0.334447897055237,0.374903531157225
"234",33,0.223411848679515,3,0.198475758067131,0.119448088801097,0.277680321948199,0.0000428571428571429,0,0.294973369700101,0.336668058642555,0.373123579757264
"237",33,0.223411848679515,4,0.191046184235742,0.112210150802659,0.269926441322582,0.0000428571428571429,0,0.291719761110162,0.328379384702917,0.367736234474528
"235",33,0.223411848679515,5,0.192112634527495,0.113106295149639,0.27094206103494,0.0000428571428571429,0,0.287392080292022,0.32593929502846,0.362426687809845
"232",33,0.223411848679515,6,0.207114111767914,0.126258531479871,0.287866503530522,0.0000571428571428571,0,0.296537849544691,0.329872862073519,0.367609658560854
"245",34,0.4001,0,0.316571428571429,0.2404,0.392571428571429,0.00285714285714286,0,0.329244670023727,0.376691348131594,0.42406924507188
"243",34,0.4001,1,0.317042857142857,0.240271428571429,0.393657142857143,0.00291428571428571,0,0.313634376781056,0.36734860696545,0.4128341517473
"241",34,0.4001,2,0.3198,0.243057142857143,0.396257142857143,0.00315714285714286,0,0.300948354587165,0.350873420409894,0.403195941897298
"239",34,0.4001,3,0.325671428571429,0.248385714285714,0.4027,0.00414285714285714,0,0.295280805813098,0.346956028136056,0.394468169463279
"244",34,0.4001,4,0.320014285714286,0.242685714285714,0.397328571428571,0.00352857142857143,0,0.287337627486982,0.336053852713871,0.388622356007946
"242",34,0.4001,5,0.316714285714286,0.239257142857143,0.394371428571429,0.00308571428571429,0,0.28535633737259,0.335656902813777,0.387576061489466
"240",34,0.4001,6,0.3233,0.245171428571429,0.401185714285714,0.00392857142857143,0,0.294771392867048,0.337309282705229,0.389250297365252
"248",35,0.267728674203494,0,0.260133643401725,0.185157928821642,0.334903299873421,0.000328571428571429,0,0.367706793715431,0.400825732041132,0.438128753092946
"251",35,0.267728674203494,1,0.260881725178479,0.185574446161772,0.335556046220652,0.000371428571428571,0,0.354526053030613,0.394706012408608,0.429662652370828
"249",35,0.267728674203494,2,0.265474350482078,0.190108191653787,0.340928829027747,0.0004,0,0.347100967868484,0.383043405689983,0.42178283264119
"246",35,0.267728674203494,3,0.269376821406494,0.193518000647611,0.34533867121957,0.000471428571428571,0,0.346725942540791,0.386201109814079,0.418368104901929
"247",35,0.267728674203494,4,0.26338641782697,0.187115480851314,0.339480733566866,0.000371428571428571,0,0.335452205662491,0.373860681138811,0.410800197015241
"252",35,0.267728674203494,5,0.262017603249831,0.185717229401548,0.338111918989727,0.000414285714285714,0,0.336493861136318,0.37252488314981,0.411408274111966
"250",35,0.267728674203494,6,0.272217479614966,0.195387242059404,0.348988843425274,0.000614285714285714,0,0.345053084337882,0.378389455365443,0.416404275304223
"257",36,0.7256,0,0.771885714285714,0.705042857142857,0.8391,0.999957142857143,1,0.564082433859723,0.613217196978201,0.668120782925906
"258",36,0.7256,1,0.770842857142857,0.7037,0.8384,0.999971428571429,0.992,0.552132171265401,0.604574912060588,0.661907881840299
"255",36,0.7256,2,0.761257142857143,0.693214285714286,0.829842857142857,0.999914285714286,0.988,0.5417893087052,0.601299648813209,0.649889702370441
"253",36,0.7256,3,0.765757142857143,0.697914285714286,0.8337,0.999885714285714,0.992,0.552324927720314,0.607210375653535,0.661815345901666
"259",36,0.7256,4,0.774742857142857,0.707028571428571,0.842328571428571,0.999971428571429,0.988,0.542501621414793,0.593720784201282,0.650048361549058
"256",36,0.7256,5,0.762457142857143,0.6939,0.831357142857143,0.999957142857143,0.992,0.540580731063432,0.594531407281218,0.648643461414104
"254",36,0.7256,6,0.7413,0.671014285714286,0.811414285714286,0.999814285714286,0.998,0.55487876378323,0.606440265727726,0.664566420513399
